246,376,19
288,374,14
415,372,15
192,46,14
362,389,15
104,363,25
462,287,35
420,96,45
228,346,39
77,249,48
137,45,55
91,120,52
155,416,57
58,413,58
210,419,58
427,100,74
430,361,72
294,304,66
505,429,61
439,112,72
363,39,79
326,224,94
101,368,96
316,458,95
97,479,99
369,471,101
483,506,103
